"Very High Voltage (kWh)";"High Voltage (kWh)";"Medium Voltage (kWh)";"Low Voltage (kWh)";"Total (kWh)";"temperature_2m (°C)";"relative_humidity_2m (%)";"precipitation (mm)";"apparent_temperature (°C)";"cloud_cover (%)";"surface_pressure (hPa)";"wind_speed_10m (km/h)";"Diffuse_Radiation";"Direct_Radiation";"wind_speed_100m (km/h)";"wind_direction_10m (°)";"wind_direction_100m (°)";"wind_gusts_10m (km/h)";"terrestrial_radiation (W/m²)";"Consumptions";"year";"month";"day_of_year";"day_of_week";"hour";"estacao_ano";"weekend"
86302.888475;190564.248475;364277.629625;630979.9659879999;1272124.732563;10.1;97;0.1;7.9;91;982;14.4;"None";"None";25.2;267;271;29.2;0;"Medium Consumption";2025;1;6;2;6;"Winter";0
90758.0035;196310.043825;440480.18955;769228.10230725;1496776.33918225;9.7;96;0;7.5;28;982.5;13.3;"None";"None";24.5;271;271;25.6;0;"Medium-High Consumption";2025;1;6;2;7;"Winter";0
80636.53362500001;199136.273975;561900.3230999999;883940.5817045;1725613.7124044998;9.2;92.66666666666667;0;7;15;983;13.1;"None";"None";25.1;268;275;23.8;5.3;"Medium-Low Consumption";2025;1;6;2;8;"Winter";0
70515.06375;198794.958075;635751.6795;953311.764851;1858373.466176;9.9;89.33333333333333;0;7.95;17;984.3;15.2;"Low";"Low";25.8;276;282;26.6;152.4;"Medium Consumption";2025;1;6;2;9;"Winter";0
82739.043825;191715.29975;625594.003825;972714.92697;1872763.2743700002;11.5;86;0;8.9;22;985.6;16.3;"Low";"Low";23.4;290;292;32.8;370.4;"Medium-Low Consumption";2025;1;6;2;10;"Winter";0
84415.8412;187044.040875;615007.2789;984253.7150135;1870720.8759885;12.4;81;0;10;10;986;15.1;"Low";"Medium";21;295;297;34.9;540.5;"Medium-Low Consumption";2025;1;6;2;11;"Winter";0
89279.18665;184539.289425;565513.893075;1007265.99628875;1846598.36543875;13.7;72;0;11.1;9;986.4;15.7;"Low";"Medium";21.2;302;304;37.4;651.1;"Medium-Low Consumption";2025;1;6;2;12;"Winter";0
86738.7383;187990.181675;542870.5958;974289.35909625;1791888.87487125;14.1;66;0.1;10.7;49;986.3;18.9;"Low";"Medium";25.5;289;289;36.7;694.8;"Medium-Low Consumption";2025;1;6;2;13;"Winter";0
92484.71095;190560.2672;584104.455325;960831.076477;1827980.5099519999;14.4;63;0.1;10.6;91;986.4;21.1;"Low";"Low";29.6;294;294;43.6;668.6;"Medium-Low Consumption";2025;1;6;2;14;"Winter";0
90737.515825;188825.201875;625338.31485;942723.99919625;1847625.0317462499;13.95;65;0;10.2;15;986.9;18.5;"Low";"Low";25.6;308;308;40.3;574.2;"Medium-Low Consumption";2025;1;6;2;15;"Winter";0
92001.34025;196106.76545;652699.604775;991517.8609855;1932325.5714605001;13.5;63;0;10.2;11;987.4;16.5;"Low";"Low";23.450000000000003;314;314;35.6;418;"Medium-Low Consumption";2025;1;6;2;16;"Winter";0
89523.34245;201163.1687375;637623.355925;1040311.72277475;1968621.58988725;12.3;70;0;9.8;91;988.3;11.7;"Low";"Low";21.3;313;313;31.3;210.8;"High Consumption";2025;1;6;2;17;"Winter";0
60246.0841;206219.572025;585537.42345;1232906.52658175;2084909.6061567501;10.2;79;0;8.2;1;989;8.5;"Low";"None";20.7;302;302;20.9;37;"High Consumption";2025;1;6;2;18;"Winter";0
47050.698975;202431.52715;546985.278;1376387.4891465;2172854.9932715;9.4;82;0;7.2;1;989.8;9.4;"None";"None";22.2;296;303;16.6;0;"High Consumption";2025;1;6;2;19;"Winter";0
47874.000975;200860.12285;517494.0046;1418408.76069225;2184636.88911725;8.850000000000001;83;0;6.4;0;990.8;9.9;"None";"None";22.75;300;300;17.3;0;"High Consumption";2025;1;6;2;20;"Winter";0
49736.063375;199660.0316;494670.7481;1345065.21868125;2089132.06175625;8.3;86;0;5.8;0;991.7;10.4;"None";"None";23.3;293;302;18.4;0;"High Consumption";2025;1;6;2;21;"Winter";0
73585.69432499999;198092.1222;458136.13665;1207540.482702;1937354.435877;7.5;89;0;5.3;0;992.3;8;"None";"None";20.4;295;304;18.4;0;"High Consumption";2025;1;6;2;22;"Winter";0
82687.261825;194195.215975;428948.639675;1020993.980587;1726825.098062;6.5;89.5;0;4.699999999999999;0;992.5;5.9;"None";"None";15.8;284;302;14;0;"Medium-Low Consumption";2025;1;6;2;23;"Winter";0
91788.829325;193777.50575;405727.92135;875837.0687286251;1567131.325153625;6.2;90;0;4.1;1;992.6;6;"None";"None";14.1;261;289;9.7;0;"Medium-High Consumption";2025;1;7;3;0;"Winter";0
91033.801125;198044.316125;395630.6274;730680.15687025;1415388.90152025;6;92;0;3.8499999999999996;1;992.7;6;"None";"None";11.8;224;251;9.7;0;"Medium Consumption";2025;1;7;3;1;"Winter";0
90278.772925;197648.6634;384996.157675;677166.9638217499;1350090.55782175;5.8;93;0;3.6;91;992.8;6.5;"None";"None";13.100000000000001;214;234;11.2;0;"Medium Consumption";2025;1;7;3;2;"Winter";0
78944.977;195554.326325;380442.259575;623653.7707732499;1278595.33367325;6;94;0;3.7;18;992.75;6.5;"None";"None";14.4;208;221;10.8;0;"Medium Consumption";2025;1;7;3;3;"Winter";0
84090.69477500001;194696.365825;384399.5335875;606857.15963725;1270043.75382475;6.2;93;0;3.9;12;992.7;7.1;"None";"None";16.2;207;214;12.2;0;"Medium Consumption";2025;1;7;3;4;"Winter";0
89236.41255000001;195767.2684;388356.8076;613780.0070915;1287140.4956415;6.3;93;0;3.8;66;992.7;6.6;"None";"None";16;196;209;11.9;0;"Medium Consumption";2025;1;7;3;5;"Winter";0
90989.868575;199930.29285;432572.807075;668739.75457875;1392232.72307875;5.8;95;0;3.7;60;992.7;6.3;"None";"None";15.6;187;209;10.8;0;"Medium Consumption";2025;1;7;3;6;"Winter";0
90878.425275;201422.1077;499503.624575;799127.635964;1590931.793514;5.7;97;0;3.4;37;993.1;8;"None";"None";16.8;197;197;13.7;0;"Medium-High Consumption";2025;1;7;3;7;"Winter";0
85779.8696;200393.43095;621856.383625;929515.51734925;1837545.2015242502;5.6;98;0;3.2;100;993.4;8.8;"None";"None";18.8;169;190;14.8;25.2;"Medium-Low Consumption";2025;1;7;3;8;"Winter";0
89429.55747500001;197222.32725;697871.37845;1000524.98556475;1985048.2487397501;7.3;93;0;4.9;52;994.3;10.1;"Low";"Low";19.366666666666667;168;189;17.3;153;"High Consumption";2025;1;7;3;9;"Winter";0
89386.799725;194357.656275;698066.19475;1035930.381155;2017741.031905;9.4;89;0;7.2;53;995.4;10.6;"Low";"Low";19.933333333333334;157;183;19.4;403.6;"High Consumption";2025;1;7;3;10;"Winter";0
87665.379125;192156.105575;697955.52525;1067632.99262075;2045410.0025707502;11.8;80;0;10.1;67;995.8;9.1;"Low";"Medium";20.5;163;183;23.599999999999998;575.6;"High Consumption";2025;1;7;3;11;"Winter";0
71175.351975;193471.495525;654908.7046;1109482.88425675;2029038.4363567503;14.4;72;0;12.8;75;995.4;10.5;"Low";"Medium";14.4;167;167;27.799999999999997;653.2;"High Consumption";2025;1;7;3;12;"Winter";0
88843.71549999999;199915.48865;632078.36475;1091522.5989109168;2012360.167810917;15.25;60;0;13.3;100;995;16.4;"Low";"Medium";19.05;226;227;32;697.4;"High Consumption";2025;1;7;3;13;"Winter";0
90564.3707;197705.2586;678978.767775;1073562.3135650833;2040810.7106400833;16.1;58;0;13;99;994.5;17.1;"Low";"Medium";23.7;224;224;33.1;671.6;"High Consumption";2025;1;7;3;14;"Winter";0
90928.882925;198478.1447;695420.07605;1055602.02821925;2040429.13189425;16.1;57;0;13.3;100;994.1;15.7;"Low";"Medium";21.3;222;222;33.1;577.6;"High Consumption";2025;1;7;3;15;"Winter";0
92574.489425;203499.77525;696238.8291;1066044.4640445;2058357.5578194999;15.8;62;0;13.6;99;993.7;12.1;"Low";"Low";19;210;210;30.2;421.7;"High Consumption";2025;1;7;3;16;"Winter";0
79687.543725;206006.787925;658384.3328;1144258.2340675;2088336.8985175001;14.1;70;0;12.2;99;993.6;10.55;"Low";"Low";21.7;208;208;21.6;214.6;"High Consumption";2025;1;7;3;17;"Winter";0
68824.60915;206544.191325;600898.8242500001;1306018.69259175;2182286.31731675;12.4;77;0;10.8;100;993.7;9;"Low";"Low";21;217;219;19.4;58.9;"High Consumption";2025;1;7;3;18;"Winter";0
68964.8189;204726.41545;559028.6727;1439595.094944;2272315.001994;11.4;82;0;9.6;99;994;9.2;"None";"None";20.9;201;211;15.5;0;"High Consumption";2025;1;7;3;19;"Winter";0
70820.299325;202908.639575;528683.88855;1460763.727957;2263176.555407;10.4;86;0;8.5;76;994.1;9.9;"None";"None";22.3;185;196;18;0;"High Consumption";2025;1;7;3;20;"Winter";0
71327.649475;203430.4847;504429.94655;1360507.629675;2139695.7104;9.4;90;0;7.4;98;994.3;10.2;"None";"None";23;170;180;17.6;0;"High Consumption";2025;1;7;3;21;"Winter";0
86180.890525;200988.21765;468238.484375;1212690.199496;1968097.792046;8.9;92;0;6.8;95;994.6;10.9;"None";"None";24;167;176;18.7;0;"High Consumption";2025;1;7;3;22;"Winter";0
82555.35310833334;195635.537325;438717.301825;1020187.743688;1737095.9359463332;8.6;93;0;6.2;100;994.6;12.2;"None";"None";24.95;166;171;21.2;0;"Medium-Low Consumption";2025;1;7;3;23;"Winter";0
78929.81569166666;194032.926175;421625.0114875;848094.0055740001;1542681.7589281667;8.6;93;0;6.2;91;994.6;12.2;"None";"None";25.9;166;174;21.2;0;"Medium-High Consumption";2025;1;8;4;0;"Winter";0
75304.278275;195340.9884;404532.72115;725378.361627;1400556.349452;9.6;95;0;7.4;100;994.1;12.5;"None";"None";25.9;168;174;22;0;"Medium Consumption";2025;1;8;4;1;"Winter";0
89400.798575;193263.71255;392988.0829;657699.3056215;1333351.8996465001;9.4;96;0;7.1;100;993.6;13.3;"None";"None";26.8;164;171;23;0;"Medium Consumption";2025;1;8;4;2;"Winter";0
88372.582525;193779.567325;388640.4092375;622899.5415004999;1293692.100588;9.4;97;0;6.9;100;992.9;15.4;"None";"None";30.3;159;166;27;0;"Medium Consumption";2025;1;8;4;3;"Winter";0
90988.956775;191523.367525;384292.735575;606174.5828207501;1272979.64269575;9.4;96;0;7.1;90;992.4;13.3;"None";"None";27.7;164;167;27.4;0;"Medium Consumption";2025;1;8;4;4;"Winter";0
86612.420875;192758.08595;394031.58625;614583.2032745;1287985.2963494998;8.9;96.5;0;6.9;66;992.3;11;"None";"None";27.549999999999997;174;178;23;0;"Medium Consumption";2025;1;8;4;5;"Winter";0
84780.7675;197998.917375;438928.613425;667158.612055;1388866.9103549998;9;97;0;6.6;100;992;13.8;"None";"None";27.4;165;172;24.8;0;"Medium Consumption";2025;1;8;4;6;"Winter";0
91077.078025;202637.6408;505428.1174;794193.990720125;1593336.8269451251;8.8;97;0;6.3;100;992.3;13.8;"None";"None";27.4;169;177;24.1;0;"Medium-High Consumption";2025;1;8;4;7;"Winter";0
85950.5385;201211.5950375;624116.507925;921229.36938525;1832508.0108477501;9.2;96;0;6.4;100;992;16.6;"None";"None";32;175;175;28.8;5.7;"Medium-Low Consumption";2025;1;8;4;8;"Winter";0
77642.516725;199785.549275;707397.9921500001;1000756.00818975;1985582.06633975;10.1;95;0;7.8;100;992.9;14.7;"Low";"None";26.5;174;181;28.8;153.7;"High Consumption";2025;1;8;4;9;"Winter";0
82200.7251;197055.412325;714565.726175;1057972.8344675;2051794.6980675;12.2;91;0;10;100;992.7;16.6;"Low";"None";32.1;176;184;29.5;372.6;"High Consumption";2025;1;8;4;10;"Winter";0
86758.933475;196130.647525;709556.019675;1084625.39454;2077070.9952150001;14.9;82;0;13.6;71;992.5;12.8;"Low";"Low";33.7;185;192;30.6;543.7;"High Consumption";2025;1;8;4;11;"Winter";0
89531.163375;194216.635775;662953.2860999999;1120861.9995065;2067563.0847565;17.4;62;0;13.8;98;992.1;19.6;"Low";"None";35.3;214;213;46.4;655.4;"High Consumption";2025;1;8;4;12;"Winter";0
87957.292225;193725.955725;620151.7122;1080962.427091;1982797.3872409998;17.6;64;0;14;99;991.2;26.4;"Low";"Low";38.15;204;204;50.4;700.2;"High Consumption";2025;1;8;4;13;"Winter";0
83445.556475;195881.82005;656536.118825;1055556.9156095;1991420.4109595;17.8;68;0.2;14.3;100;990.3;27.4;"Low";"None";41;223;224;60.5;674.8;"High Consumption";2025;1;8;4;14;"Winter";0
86178.22365;198037.684375;679438.741925;1033440.123135;1997094.773085;16.5;77;0.2;13.7;100;990.1;25.2;"Low";"None";39.5;215;217;49.3;581.1;"High Consumption";2025;1;8;4;15;"Winter";0
67428.7326;201306.3239;685308.65515;1036152.30451625;1990196.01616625;15.1;91;8.7;13.5;100;990.7;18.7;"Low";"None";32.5;226;226;49;425.5;"Medium-High Consumption";2025;1;8;4;16;"Winter";0
57569.949525;206849.405125;657333.9452;1105138.67465025;2026891.97450025;14.933333333333334;93.5;5.1;13.6;100;991.1;15.4;"Low";"None";29.15;233;236;40.833333333333336;218.5;"High Consumption";2025;1;8;4;17;"Winter";0
46491.01875;210290.3098;602008.042275;1261926.0149482498;2120715.38577325;14.766666666666666;96;1.3;13.8;100;991.3;14;"Low";"None";25.8;237;238;32.66666666666667;40.9;"High Consumption";2025;1;8;4;18;"Winter";0
45905.691625;210288.46315;562470.9674750001;1384796.64428225;2203461.7665322497;14.6;97;0.3;13.95;100;991.8;13.8;"None";"None";24.4;239;241;24.5;0;"High Consumption";2025;1;8;4;19;"Winter";0
46684.052575;208205.6542;531976.376975;1411389.084812;2198255.1685619997;14.5;99;0.1;14.1;100;992.2;12.4;"None";"None";23;242;242;24.5;0;"High Consumption";2025;1;8;4;20;"Winter";0
61883.23075;206895.35575;502447.24945;1311941.453226;2083167.289176;14.4;100;0;14.3;100;992.7;11;"None";"None";21.1;246;254;21.6;0;"High Consumption";2025;1;8;4;21;"Winter";0
65692.81931250001;202431.32005;472918.12192500004;1172222.6442175;1913264.9055050001;14.5;100;0;14.5;91;993;10.1;"None";"None";20.1;253;258;19.4;0;"High Consumption";2025;1;8;4;22;"Winter";0
69502.407875;200374.09905;443388.9944;985758.94799575;1699024.44932075;14.5;100;0;14.5;100;993.5;10.4;"None";"None";19.9;250;254;18;0;"Medium-Low Consumption";2025;1;8;4;23;"Winter";0
67604.23547500001;200339.591375;420755.878775;825793.6466912499;1514493.3523162499;14.5;100;0;14.5;100;993.7;10;"None";"None";18.049999999999997;252;256;18.4;0;"Medium-High Consumption";2025;1;9;5;0;"Winter";0
69567.151675;204270.41485;409981.72785;712252.652489;1396071.946864;13.3;100;0;13.2;91;993.5;8.1;"None";"None";16.2;242;253;14;0;"Medium Consumption";2025;1;9;5;1;"Winter";0
71933.449825;201916.640825;400992.931975;643637.35498075;1318480.37760575;13.1;100;0;12.8;100;993.7;8.8;"None";"None";17.9;242;252;15.8;0;"Medium Consumption";2025;1;9;5;2;"Winter";0
88057.596875;202074.670425;392004.1361;608312.00930975;1290448.41270975;13.1;100;0;12.8;100;993.9;8;"None";"None";17.3;254;261;15.5;0;"Low Consumption";2025;1;9;5;3;"Winter";0
90823.846175;203031.289375;390058.076675;594701.79282625;1278615.00505125;12.899999999999999;100;0;12.7;100;994.3;9;"None";"None";17.3;267;272;14.4;0;"Medium Consumption";2025;1;9;5;4;"Winter";0
83496.90675;202853.76665;400533.851925;598516.2412225;1285400.7665475002;12.7;100;0;12.2;100;994.4;9.1;"None";"None";14.8;277;276;19.1;0;"Medium Consumption";2025;1;9;5;5;"Winter";0
86269.073875;209386.844025;442948.5862;646945.7157805;1385550.2198804999;12.6;100;0;12.5;91;994.4;5.6;"None";"None";11.9;268;271;15.8;0;"Medium Consumption";2025;1;9;5;6;"Winter";0
88431.2303;215919.9214;507733.628575;789952.996113;1602037.776388;12.6;99;0;12.5;100;994.9;5.5;"None";"None";10.8;253;259;12.75;0;"Medium-High Consumption";2025;1;9;5;7;"Winter";0
90593.386725;220599.7197;619919.20055;897492.3179705;1828604.6249455;12.6;99;0;12.9;100;995.6;3.6;"None";"None";7.9;237;250;9.7;25.2;"Medium-Low Consumption";2025;1;9;5;8;"Winter";0
88917.8365875;213450.205475;688240.00215;935738.74032725;1926346.7845397498;12.6;98;0;12.4;91;996.5;6.2;"Low";"None";8.2;244;248;13.3;154.5;"High Consumption";2025;1;9;5;9;"Winter";0
87242.28645;204064.283925;679943.646575;973985.162684;1945235.379634;13.3;93;0;13.3;100;997.4;4.9;"Low";"None";6;246;249;13.3;373.9;"High Consumption";2025;1;9;5;10;"Winter";0
90689.95845;202010.633925;669334.905725;986237.979941;1948273.478041;14.4;84;0;14.3;41;998.1;4.5;"Low";"Low";5.6;268;268;13.7;545.6;"High Consumption";2025;1;9;5;11;"Winter";0
83993.01357499999;201581.350775;618149.5828249999;1002282.93507475;1906006.8822497497;15.6;74;0;15.3;70;998;4.7;"Low";"Low";5.9;272;272;14.8;657.9;"Medium-Low Consumption";2025;1;9;5;12;"Winter";0
89732.614875;204939.934575;589839.952575;964357.31752;1848869.819545;16.5;71;0;16.1;100;997.5;5.2;"Low";"Low";6.6;239;241;14.8;703.1;"Medium-Low Consumption";2025;1;9;5;13;"Winter";0
90579.4184;209451.40775;629609.2895;938572.34138;1868212.45703;17;66;0;16.450000000000003;100;997;6;"Low";"None";7.7;245;246;15.5;678.2;"Medium-Low Consumption";2025;1;9;5;14;"Winter";0
86310.2888;213692.86107500002;657182.9158;914430.04826575;1871616.11394075;17.05;65;0;16.8;91;996.8;4.9;"Low";"Low";6.2;234;237;15.5;584.8;"Medium-Low Consumption";2025;1;9;5;15;"Winter";0
68933.6392;217934.3144;671560.88975;918986.40067225;1877415.24402225;17.1;67;0;15.95;97;996.7;4.7;"Low";"None";6;212;217;13;429.4;"Medium-Low Consumption";2025;1;9;5;16;"Winter";0
78802.13655;226584.06505;651754.0229;1006850.74505625;1963990.9695562501;15.1;81;0;15.1;75;996.9;4.1;"Low";"None";8.2;195;199;10.4;222.5;"High Consumption";2025;1;9;5;17;"Winter";0
69287.127175;226883.107975;601804.4489750001;1186493.25974125;2084467.94386625;13.4;85;0;13.3;4;997.3;2.7;"Low";"None";6.8;217;215;6.1;42.9;"High Consumption";2025;1;9;5;18;"Winter";0
66666.4132;222115.53805;562304.27085;1323221.384999;2174307.607099;12.8;86;0;12.600000000000001;0;997.7;1.5;"None";"None";5.8;256;252;4.3;0;"High Consumption";2025;1;9;5;19;"Winter";0
64462.529725;218868.180675;536430.73095;1360507.03824425;2180268.47959425;12;88;0;11.9;1;997.7;1;"None";"None";4.8;225;225;2.9;0;"Medium-High Consumption";2025;1;9;5;20;"Winter";0
68326.542025;220187.762;510557.19105;1272661.6460735;2071733.1411485;10.8;93;0;9.8;8;997.9;6.2;"None";"None";12.4;210;211;10.1;0;"High Consumption";2025;1;9;5;21;"Winter";0
86128.953075;217020.18205;473008.0618;1131788.80605775;1907946.00298275;10;95;0;9;6;998;5.6;"None";"None";12.1;228;230;9.35;0;"Medium-Low Consumption";2025;1;9;5;22;"Winter";0
91383.42795;212195.127475;441357.046475;960249.050763;1705184.652663;9.6;97;0;8.5;11;998.0999999999999;5.3;"None";"None";11.6;242;255;8.6;0;"Medium-Low Consumption";2025;1;9;5;23;"Winter";0
91450.727925;210528.0912;419570.45;826458.8533807499;1548008.12250575;9.4;100;0;8.4;100;998.1999999999999;5;"None";"None";11.9;257;264;8.6;0;"Medium-High Consumption";2025;1;10;6;0;"Winter";1
91206.24255;211676.21905;408942.0904;692668.6559985;1404493.2079985;9.4;100;0;8.5;100;998.3;5.1;"None";"None";10.1;238;243;8.6;0;"Medium Consumption";2025;1;10;6;1;"Winter";1
90756.6345;207835.08725;398416.078675;628946.3373787501;1325954.13780375;9.3;100;0;8.4;100;998.3;4.6;"None";"None";11.1;234;239;9;0;"Medium Consumption";2025;1;10;6;2;"Winter";1
87620.730625;208014.243075;394654.514125;594965.7203695;1285255.2081944998;9.9;100;0;9.4;100;998.5;3;"None";"None";9.15;253;258;8.3;0;"Medium Consumption";2025;1;10;6;3;"Winter";1
90461.568275;205057.9903;391188.97645;590245.528536875;1276954.0635618751;10.6;100;0;10.5;100;998.5;1.8;"None";"None";7.2;225;270;7.4;0;"Medium Consumption";2025;1;10;6;4;"Winter";1
86726.6207;205728.5818;400452.29885;585525.33670425;1278432.83805425;10.9;100;0;10.9;100;998.5;2.2;"None";"None";4.9;189;274;6.5;0;"Medium Consumption";2025;1;10;6;5;"Winter";1
71349.595025;210997.0145;444715.52185;633633.0430729999;1360695.1744479998;11;100;0;10.8;100;998.5;3.2;"None";"None";1.5;142;159;8.3;0;"Medium Consumption";2025;1;10;6;6;"Winter";1
91880.849825;214048.146975;509072.231425;756790.158319625;1571791.3865446248;10.9;100;0;10.6;100;998.7;4.1;"None";"None";4.4;146;150;10.1;0;"Medium-High Consumption";2025;1;10;6;7;"Winter";1
87818.4819;214191.53055;621031.5580750001;879947.27356625;1802988.84409125;10.7;100;0;10.2;100;999.2;5;"None";"None";5.8;150;158;11.2;6.5;"Medium-Low Consumption";2025;1;10;6;8;"Winter";1
83756.113975;212269.16805;691427.7554;954297.11404125;1941750.15146625;10.9;99;0;10.2;100;999.6;6.1;"None";"Low";7.1;156;164;13.7;155.6;"High Consumption";2025;1;10;6;9;"Winter";1
70083.129125;206359.175725;691547.28265;987475.422215;1955465.009715;11.3;98;0;10.8;91;1000.4;5.3;"Low";"None";5.8;185;185;14.8;375.4;"High Consumption";2025;1;10;6;10;"Winter";1
71775.309475;204622.5587;693774.20415;1017948.3701915;1988120.4425165001;12.5;93;0;12.3;100;1001;4.5;"Low";"None";5.2;194;205;13.7;547.6;"High Consumption";2025;1;10;6;11;"Winter";1
70539.554425;201533.6323;651125.984325;1055694.86474675;1978894.03579675;14.4;85;0;14.3;100;1000.8;4.5;"Low";"Medium";5.9;217;225;14;660.4;"High Consumption";2025;1;10;6;12;"Winter";1
71991.199225;204518.214925;621683.8387;1028774.532934;1926967.785784;15.6;82;0;15.3;46;1000.5;7.75;"Low";"None";9.9;225;226;17.6;706.2;"Medium-High Consumption";2025;1;10;6;13;"Winter";1
69248.563525;207113.979175;660035.221975;1008611.018812625;1945008.783487625;17.9;69;0;17;95;1000;11;"Low";"Medium";14.7;259;256;23.4;681.7;"High Consumption";2025;1;10;6;14;"Winter";1
72707.01699999999;207302.552825;668860.14595;988447.50469125;1937317.22046625;18.1;70;0;17.1;100;999.6;12.8;"Low";"None";17.3;275;275;24.299999999999997;588.7;"High Consumption";2025;1;10;6;15;"Winter";1
70937.7262;212793.7001;667260.161175;988297.196282;1939288.783757;17.55;74;0;17.2;100;999.3;9.8;"Low";"Low";15.55;278;276;25.2;465.4;"High Consumption";2025;1;10;6;16;"Winter";1
60896.147575;220389.96825;634058.14345;1047143.072441;1962487.331716;17;79;0;17;100;999.6;7.2;"Low";"None";13.8;282;279;18.4;226.7;"High Consumption";2025;1;10;6;17;"Winter";1
50934.805;218422.392475;582097.778375;1189304.3241655;2040759.3000155;15.8;85;0;15.3;91;1000;8;"Low";"None";15.8;282;280;18.4;58.9;"High Consumption";2025;1;10;6;18;"Winter";1
48985.1279;215924.148625;546812.8325;1237242.790551125;2048964.8995761252;15.2;88;0;15;100;1000.3;8.8;"None";"None";17.8;268;273;18.7;0;"High Consumption";2025;1;10;6;19;"Winter";1
47794.734425;213453.609925;519651.7887125;1285181.25693675;2066081.38999925;14.3;91.5;0;14.2;15;1000.6;7.6;"None";"None";16.6;255;267;15.1;0;"High Consumption";2025;1;10;6;20;"Winter";1
47042.48505;208058.713375;492490.744925;1195411.8408012502;1943003.7841512503;13.6;95;0;13.3;54;1000.7;8.5;"None";"None";17.6;243;243;14;0;"High Consumption";2025;1;10;6;21;"Winter";1
64038.34345;204479.878125;454391.729425;1080437.37414;1803347.3251399999;14;96;0;13.7;100;1000.9;9;"None";"None";19.3;260;261;16.6;0;"Medium-Low Consumption";2025;1;10;6;22;"Winter";1
67854.388525;199407.387025;420125.250225;946956.22572225;1634343.25149725;14.3;95;0.1;14.5;100;1001.1;6.7;"None";"None";15.9;267;265;15.1;0;"Medium-High Consumption";2025;1;10;6;23;"Winter";1
